rank,domain,category,fit_score,composite_score,domain_rating_estimate,dr_label,recent_article_date,recent_article_url,recent_article_title,doelgroep_match,doelgroep_omschrijving,fit_motivation,pitch_angle,submission_proces_hint,submission_url_hint,first_impression,source_query,verified_via,agent_id
226,mijnbedrijfszorg.nl,C11,3,0.465,LOW (DR <30),estimated,2026,https://www.mijnbedrijfszorg.nl/hoe-werkt-mijn-bedrijfszorg/wkr,Werkkostenregeling (WKR) 2026,werkgever,Werkgevers (MKB) die bedrijfszorg/mentaal welzijn inkopen voor medewerkers.,Doelgroep MKB-werkgevers matcht goed; weinig redactionele content zichtbaar in search maar B2B-context van zenuwstelsel-/welzijnsthema past.,Hoe MKB-werkgevers WKR-budget inzetten voor zenuwstelsel-regulatie als verzuimpreventie.,geen info gevonden,niet gevonden,Bedrijfszorgplatform met mentaal welzijn voor medewerkers - aansluitende B2B-context.,mental coach blog NL stress werknemer,WebSearch,D
227,upledger.nl,C16,3,0.465,LOW (DR <30),estimated,2026,https://www.upledger.nl/trauma-regulatie/,Trauma & regulatie (masterclass 15 oktober 2026),zorgprof,Therapeuten en lichaamsgerichte professionals die craniosacraal/somatic experiencing leren.,"Inhoudelijk dichtbij zenuwstelsel/polyvagaal-thema, maar vakopleidingsinstituut met therapeuten als doelgroep — niet HR/werkgevers.",Niet primair voor HR-outreach; eventueel vakgenoot-content over toepassing in arbo-context.,geen info gevonden,niet gevonden,Opleidingsinstituut craniosacraal met blog over zenuwstelsel.,polyvagaal blog,WebSearch,D
228,avansplus.nl,C13,3,0.45,MEDIUM (DR 30-60),estimated,2025-2026,https://avansplus.nl/opleidingen/hrm/hr-en-veranderen/organisatiepsychologie,Masterclass Organisatiepsychologie,HR,Werkende professionals en HR'ers die post-bachelor opleidingen volgen bij Avans+.,Onderwijsinstelling met HRM-tak en organisatiepsychologie; mogelijk passende blogplek maar redactionele kant minder zichtbaar dan vakbladen.,Zenuwstelsel-kennis als praktische verdieping voor HR-professionals in opleiding: van theorie naar interventie bij verzuim.,geen info gevonden,niet gevonden,Avans+ post-bachelor HRM-blog met praktijkartikelen over HR-vakgebied.,Avans HR blog opleiding HRM,WebSearch,D
229,bestuursacademie.nl,C6,3,0.45,MEDIUM (DR 30-60),estimated,2025-09,https://www.bestuursacademie.nl/blog/thema-beleid-en-bestuur-terugblik-prinsjesdag-2025.html,Terugblik Prinsjesdag 2025 | BAN | Bestuursacademie,HR,Overheidsprofessionals en (startend) leidinggevenden bij gemeenten en provincies.,Doelgroep leidinggevenden in publieke sector is relevant voor verzuim/burn-out; blog is sterk beleidsgericht maar biedt openingen rond stress in publieke functies.,Veerkracht en zenuwstelselregulatie voor publieke leidinggevenden onder politieke en organisatorische druk.,geen info gevonden,niet gevonden,Bestuursacademie blog met content voor (startende) leidinggevenden,leidinggeven blog Nederland artikel,WebSearch,F
230,lad.nl,C15,3,0.45,MEDIUM (DR 30-60),estimated,2025-2026,https://www.lad.nl/tekst-cao-vvt-2025-2026-vastgesteld/,Tekst Cao VVT 2025-2026 vastgesteld,bedrijfsarts,"Artsen in dienstverband binnen VVT, GGZ, gehandicaptenzorg en ziekenhuiszorg die CAO-informatie en belangenbehartiging zoeken.",Belangenvereniging artsen; content vooral CAO en arbeidsvoorwaarden; thema verzuim/burn-out raakt hen als beroepsgroep (zelf uitval-risico).,Artsen die zichzelf vergeten: zenuwstelsel-regulatie als preventiestrategie tegen uitval onder zorgprofessionals.,geen info gevonden,niet gevonden,Landelijke vereniging artsen in dienstverband met cao- en HR-content voor zorg.,SBOH huisarts bedrijfsarts,WebSearch,C
231,nicedaynederland.nl,C14,3,0.45,MEDIUM (DR 30-60),estimated,2025-2026,https://nicedaynederland.nl/en/news/a-patient-centred-treatment-with-misi-neuropsy-and-niceday/,A patient-oriented treatment with Misi NeuroPsy and NiceDay,psycholoog,"GGZ-instellingen, therapeuten en patiënten die gebruik maken van het NiceDay platform voor online behandeling.","B2B platform voor GGZ-instellingen, niet primair HR-doelgroep; thematisch raakt mental health behandeling maar gericht op therapeuten.",Hoe online behandeltrajecten zenuwstelsel-data kunnen verzamelen om therapie te personaliseren.,geen info gevonden,niet gevonden,Online behandelplatform voor burn-out en stress met content voor werkenden.,Niceday Nederland blog,WebSearch,C
232,securex.nl,C15,3,0.45,MEDIUM (DR 30-60),estimated,2025-09,https://www.securex.nl/prinsjesdag/,Prinsjesdag 2025: Wijzigingen voor HR en salarisadministratie,HR,"HR-managers, ondernemers en salarisadministrateurs die HR-dienstverlening, payroll en wetgeving willen volgen.",HR-dienstverlener met blog over wet- en regelgeving en HR-tech; content is meer fiscaal/regelgeving dan verzuim/burn-out; matig fit op zenuwstelsel-thema.,Wetgeving en welzijn 2026: hoe zenuwstelsel-regulatie aansluit op de praktijk van moderne HR-dienstverlening.,geen info gevonden,niet gevonden,HR-dienstverlener met blogs over HR-uitdagingen in de zorg.,zorg HR blog Nederland,WebSearch,C
233,dsw.nl,C7,2,0.445,HIGH (DR 60+),estimated,2025,https://www.dsw.nl/Consumenten/DSW-2026,Uw verzekering in 2026,geen-match,Verzekerden (consumenten) en zorgaanbieders; nauwelijks gericht op werkgevers/HR.,Hoge DR maar content is sterk premie/contract-gedreven; nauwelijks HR- of welzijn-blog waar gastartikel past.,Niet primair geschikt; eventueel: zenuwstelsel-regulatie als preventiekader binnen de basisverzekering.,geen info gevonden,niet gevonden,Zorgverzekeraar uit Schiedam met artikelen voor consumenten en werkgevers.,zorgverzekeraar werkgever content,WebSearch,A
234,vzinfo.nl,C12,2,0.445,HIGH (DR 60+),estimated,2025,https://www.vzinfo.nl/slapen/totale-bevolking,Slapen totale bevolking,zorgprof,"Beleidsmakers, onderzoekers en zorgprofessionals die nationale gezondheidsdata raadplegen via RIVM-platform.","Hoge autoriteit RIVM-data-platform maar primair feiten/cijfers, geen opinie/blog-content; geen gastauteur-route.",Niet direct geschikt als gastartikel-plek; eerder bron voor onderbouwing in andere outreach.,geen info gevonden,niet gevonden,RIVM Volksgezondheid en Zorg info - autoriteitsplatform arbeid/gezondheid.,vakblad arbeid en gezondheid Nederland,WebSearch,E
235,appwiki.nl,C2|C10,2,0.445,MEDIUM (DR 30-60),estimated,2026,https://appwiki.nl/boekhouding/programma/beste,Beste Boekhoudprogramma 2026? Top 10 na 62 uur onderzoek,ondernemer,MKB-ondernemers en kantoorprofessionals die zakelijke software vergelijken; HR/verzuim is een sub-categorie naast boekhouding en CRM.,"Vooral softwarevergelijker, beperkte ruimte voor inhoudelijk burn-out/zenuwstelsel-content; mogelijk via verzuimsoftware-categorie.",Hoe verzuimsoftware niet alleen meet maar ook helpt bij vroegtijdig signaleren van zenuwstelsel-overload bij medewerkers.,geen info gevonden,niet gevonden,Vergelijkingsplatform voor HR/verzuim software met redactionele content.,verzuim software vergelijken,WebSearch,E
236,managementdrives.com,C4,2,0.445,MEDIUM (DR 30-60),estimated,2026,https://managementdrives.com/nl/training/groepsprofielen/,Management Drives trainingen 2026 (Groepsprofielen),HR,"HR-professionals, leidinggevenden en organisatieadviseurs die gebruik maken van Management Drives drijfveren-methodiek.",Geen vakblad maar product-/training-website; first_impression klopt niet; weinig redactionele content voor gastartikel.,Drijfveren en zenuwstelsel: hoe individuele Management Drives-profielen samenhangen met stress-respons.,geen info gevonden,niet gevonden,Vakblad Arbo-content publicerend met artikelen duurzame inzetbaarheid.,duurzame inzetbaarheid vakblad,WebSearch,C
237,psychosenet.nl,C16,2,0.445,MEDIUM (DR 30-60),estimated,2026-01-19,https://www.psychosenet.nl/mijn-kijk-op-psychose-een-classificatiemodel/,Mijn kijk op psychose – een classificatiemodel,psycholoog,"Mensen met psychose-ervaring, naasten en behandelaars; patientenplatform met expert-bijdragen.",Focus op psychose/zware psychiatrie eerder dan verzuim/burn-out; doelgroep en thematiek slechts indirect aansluitend.,Niet primair — eventueel via raakvlakken zenuwstelsel-regulatie en (vroegkinderlijk) trauma.,gastauteur netwerk,niet gevonden,Patiëntenplatform met betrouwbare info over polyvagaal therapie.,polyvagaal informatie,WebSearch,D
238,stichting-leerkracht.nl,C15,2,0.445,MEDIUM (DR 30-60),estimated,2026,https://stichting-leerkracht.nl/programmas/leergang-verbetercultuur,Leergang Verbetercultuur 2026-2027,onderwijs,"Schoolleiders, leerkrachten en bestuurders in primair en voortgezet onderwijs.",Specifiek onderwijs-georiënteerd met gespreid leiderschap; randgeval voor HR-zenuwstelsel-pitch.,Werkdruk in onderwijs: hoe leerkrachten zenuwstelsel-regulatie inzetten tegen burn-out en uitstroom.,geen info gevonden,niet gevonden,Stichting voor onderwijs met kennisbank-artikelen over strategisch HRM in onderwijs.,onderwijs HR blog NL,WebSearch,E
239,organizeagile.nl,C6,2,0.445,LOW (DR <30),estimated,2026,https://www.organizeagile.nl/update/de-waarheid-over-agile-transformeren-wat-is-het-niet-en-wat-is-het-ook/,De waarheid over Agile transformeren,coach,"Agile coaches, Scrum masters en leidinggevenden die zich bezighouden met Agile-transformaties en team-coaching.","Agile-niche, weinig directe link met burn-out/verzuim — leiderschap-thema raakt zenuwstelsel-content indirect.",Hoe zenuwstelsel-bewust leiderschap Agile-transformaties duurzaam maakt (psychologische veiligheid + co-regulatie).,pitch via redactie,niet gevonden,Agile-adviseur met blog over leiderschap en coaching,Nederlandse leiderschapscoaching platform blog publiceren,WebSearch,B
240,smartservices.nl,C5,2,0.445,LOW (DR <30),estimated,2026,https://www.smartservices.nl/blog/ondernemen/,Blog Ondernemen (incl. verzuimuitdagingen MKB),ondernemer,MKB-ondernemers en zzp'ers die financiele en bedrijfsmatige advies-content zoeken.,Algemene ondernemers-/financiele blog; verzuim slechts marginaal thema; geen duidelijke HR-/welzijnsfocus.,Verzuimkosten beheersbaar maken voor MKB-ondernemers via zenuwstelsel-regulatie — concreet financieel argument.,pitch via redactie,niet gevonden,Arbo/verzuim-adviseur met blog gericht op MKB-ondernemers,ondernemers blog Nederland verzuim,WebSearch,D
241,assistverzuim.nl,C16|C7,3,0.435,LOW (DR <30),estimated,2026-01-14,https://www.assistverzuim.nl/actueel/,Actueel-sectie met items 2025-2026,arbo,Werkgevers (klein- en middenbedrijf) plus bedrijfsartsen en preventiemedewerkers rond verzuim.,"Verzuim-adviesbureau met relevante content maar beperkt bereik; kan link-juice geven, mits gastartikel-mogelijkheid.",Psychische klachten op de werkvloer: van symptomen naar zenuwstelsel-regulatie als preventieve interventie.,geen info gevonden,niet gevonden,Verzuimadviesbureau met blog over psychische klachten en verzuim.,bedrijfsarts psychische klachten,WebSearch,A
242,hetteamlab.nl,C6,3,0.435,LOW (DR <30),estimated,2025-11-18,https://www.hetteamlab.nl/7-tips-voor-jullie-jaarplan/,Jaarplan maken? Begin direct met deze 7 tips (2026 update)!,onderwijs,Teams en leidinggevenden in hoger onderwijs en wetenschap die trainen op sociale veiligheid en leiderschap.,Relevant voor onderwijs-sector met focus sociale veiligheid en teamdynamiek; smalle niche.,Sociale veiligheid in wetenschappelijke teams: zenuwstelsel-regulatie als gedeelde teamcompetentie.,geen info gevonden,niet gevonden,Trainingsplatform met leiderschapscontent,Nederlandse leiderschapscoaching platform blog publiceren,WebSearch,E
243,samennaarresultaat.nl,C11,3,0.435,LOW (DR <30),estimated,2026-01,https://samennaarresultaat.nl/leidinggeven-aan-neurodiversiteit/,Leidinggeven aan neurodiversiteit,coach,"Leidinggevenden en HR die hun team willen ontwikkelen rondom betrokkenheid, communicatie en neurodiversiteit.","Coachingsblog met recente artikelen (Gallup, neurodiversiteit, leidinggeven); thematische match maar klein bereik en gastauteurschap onduidelijk.",Leidinggeven aan zenuwstelsels: hoe Gallup-betrokkenheid en regulatie van het zenuwstelsel hand in hand gaan.,geen info gevonden,niet gevonden,Coach voor leidinggevenden met werkstresscontent - past bij HR-thema.,mental coach blog NL stress werknemer,WebSearch,C
244,verzekerverzuim.nl,C16,3,0.435,LOW (DR <30),estimated,2025-11-21,https://www.verzekerverzuim.nl/kennisbank,Kennisbank (overzichtspagina),werkgever,Werkgevers die verzuimverzekering vergelijken via een onafhankelijke broker en kennisbank.,Verzuim-broker met kennisbank en blog; potentieel maar beperkt zichtbaar inhoudelijk volume.,Verzuimverzekering 2026: hoe preventief zenuwstelsel-beleid de premie omlaag brengt.,geen info gevonden,niet gevonden,Verzuimplatform met kennisbank rond casemanagement.,casemanager verzuim,WebSearch,E
245,exact.com,C10,2,0.43,HIGH (DR 60+),estimated,2025-06-10,https://www.exact.com/nl/blog/accountancy/op-naar-maximale-kwaliteit-en-controle-in-accountancy,Op naar maximale kwaliteit en controle in accountancy,ondernemer,"MKB-ondernemers, accountants en HR-verantwoordelijken die softwareoplossingen voor boekhouding, HR en payroll inzetten.",Sterke autoriteit maar primair productblog rond software/accountancy; zelden gastauteurs over HR/welzijn-thema's.,Hoe MKB-ondernemers in 2026 verzuimkosten beperken via zenuwstelsel-bewust personeelsbeleid.,geen info gevonden,niet gevonden,Exact Officient HR-platform met content voor MKB-werkgevers,"""Tellow"" OR ""Exact"" OR ""Yoobi"" ondernemers blog HR personeel",WebSearch,E
246,rivm.nl,C4,2,0.43,HIGH (DR 60+),estimated,2025-2026,https://www.rivm.nl/publicaties/eindverslag-vervolg-preventie-zorgstelsel-2025,Eindverslag Vervolg Preventie Zorgstelsel 2025,bedrijfsarts,"Beleidsmakers, gemeenten, professionals in publieke gezondheid en arbo-/zorgveld.",Overheidsdomein met topautoriteit maar gesloten redactie; publicaties komen uit eigen onderzoek en aangesloten experts — gastauteurschap onwaarschijnlijk.,Niet primair — eventueel via meewerken aan RIVM-publicatie over burn-outpreventie als externe expert.,geen info gevonden,niet gevonden,Overheidskennisinstituut met dossier preventie op werk.,preventie werknemer blog,WebSearch,D
247,zorginstituutnederland.nl,C12,2,0.43,HIGH (DR 60+),estimated,2025-10-13,https://www.zorginstituutnederland.nl/documenten/2025/10/13/jaarplan-2026-zorginstituut-nederland,Jaarplan 2026 Zorginstituut Nederland,zorgprof,"Zorgprofessionals, beleidsmakers, zorgverzekeraars en zorgaanbieders; officieel ZBO over basispakket en kwaliteit.",Hoge autoriteit (.gov-achtig) maar puur beleidsmatig/regelgevend; geen redactionele blog of gastauteurs-functie voor HR/welzijn-content.,Zenuwstelselregulatie als passende zorg-onderwerp binnen pakketagenda — wetenschappelijke duidingen.,geen info gevonden,niet gevonden,Officieel Zorginstituut met magazine - autoriteitsplatform.,zorgmagazine vakblad B2B Nederland,WebSearch,F
248,zn.nl,C7,1,0.425,HIGH (DR 60+),estimated,2026,https://www.zn.nl/actueel/voorschrift-zorgtoewijzing-2026-langdurige-zorg-is-gepubliceerd/,Voorschrift zorgtoewijzing 2026 langdurige zorg is gepubliceerd,werkgever,"Zorgverzekeraars, beleidsmakers en pers die brancheinformatie zoeken over zorginkoop, CAO en langdurige zorg.","Brancheorganisatie publiceert vooral beleidsdocumenten, CAO's en standpunten — geen redactioneel kanaal voor gast/expert-content over zenuwstelsel.",n.v.t. — geen redactioneel platform; mogelijk via verzekeraar-leden separaat.,geen info gevonden,niet gevonden,Brancheorganisatie Zorgverzekeraars Nederland met beleidscontent.,zorgverzekeraar werkgever content,WebSearch,B
249,profielen.hr.nl,C13,1,0.425,MEDIUM (DR 30-60),estimated,2026,https://profielen.hr.nl/2026/kort-nieuws-welk-project-verdient-een-toekomstmakers-award/,KORT NIEUWS: Welk project verdient een Toekomstmakers Award?,geen-match,"Studenten en medewerkers Hogeschool Rotterdam; studentenleven, onderwijs en hogeschool-nieuws.","Hogeschool Rotterdam-studentenmedium (hr=hogeschool rotterdam, niet human resources) — geen HR/verzuim-doelgroep.",Niet logisch geschikt; eventueel: studentenstress en zenuwstelsel-regulatie.,pitch via redactie,niet gevonden,Onafhankelijk nieuws Hogeschool Rotterdam met blogsectie.,Hogeschool Rotterdam HRM blog,WebSearch,A
250,gezondeboel.nl,C14,3,0.42,MEDIUM (DR 30-60),estimated,2024-02-05,https://gezondeboel.nl/nieuws/preventie-intake-en-aanmelding-digitaliseren-in-het-sociaal-domein/,Digitaliseren in het sociaal domein - Gezondeboel,werkgever,"Werkgevers, gemeenten en zorgaanbieders die online mentale welzijn-interventies inkopen.","Mentaal welzijn B2B-platform met sterke thematische overlap, maar gevonden content is beperkt en relatief gedateerd.",Zenuwstelselregulatie als methodisch fundament onder digitale mentale welzijn-trajecten voor werknemers.,geen info gevonden,niet gevonden,Online welzijnsplatform met B2B aanbod voor werkgevers.,mental health benefit platform NL,WebSearch,F
251,devitaliteitsmanager.nl,C4,3,0.42,LOW (DR <30),estimated,2025-02-15,https://devitaliteitsmanager.nl/blogs/vitamine-a-van-aandacht/,Vitaliteit op de werkvloer begint met Triple A: Aandacht,HR,Werkgevers en HR die advies zoeken bij vitaliteit-en-verzuimaanpak op de werkvloer.,Adviespraktijk-blog over vitaliteit + leiderschap matcht thematisch goed maar lage autoriteit en beperkte publicatiefrequentie.,De vierde A: Activatie van het zenuwstelsel — een aanvulling op het Triple A-model van vitaliteitsmanager.,pitch via redactie,niet gevonden,Adviespraktijk met blog over verzuimreductie en vitaal leiderschap.,vitaliteitsmanager blog,WebSearch,B
252,onderzoekonderwijs.net,C15,3,0.42,LOW (DR <30),estimated,2025-10-20,https://onderzoekonderwijs.net/2012/12/18/hoe-bereken-je-cijfers-voor-een-toets/,Reacties (oktober 2025) op blog over toetscijfers,onderwijs,"Leraren, onderzoekers en beleidsmakers in onderwijs die over toetsing, curriculum en didactiek lezen.",Onderwijsblog met gastblog-traditie; doelgroep onderwijspersoneel kent hoog burn-outrisico; thematische match maar weinig recente content.,Burn-out in het onderwijs: wat leraren kunnen leren van zenuwstelsel-regulatie tussen lessen door.,gastauteur netwerk,niet gevonden,Blogcollectief onderzoek onderwijs over burn-out als beroepsrisico.,CNV Onderwijs HR blog,WebSearch,C
